,id_x_x,device_id_x,transaction_value_x,account_id,ts_millis_x,latitude_x,longitude_x,zip_x,id_x_y,device_id_y,transaction_value_y,ts_millis_y,latitude_y,longitude_y,zip_y,distance,diff_first_second,average,fraud
3012,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,8.526609673647985e+18,3044.0,87.89,1465290023253.0,42.992203,-71.127041,3044,0.0,195349.0,1.5808350030124856,0
3013,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,7.184828448411809e+18,3044.0,88.47,1465290118828.0,42.992203,-71.127041,3044,0.0,99774.0,1.5808350030124856,0
3014,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,8.854441987268804e+18,3044.0,97.42,1465290135045.0,42.992203,-71.127041,3044,0.0,83557.0,1.5808350030124856,0
3015,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,9.123225423428703e+18,3044.0,118.47,1465290144075.0,42.992203,-71.127041,3044,0.0,74527.0,1.5808350030124856,0
3016,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,6.30018208367491e+18,3044.0,141.2,1465290153725.0,42.992203,-71.127041,3044,0.0,64877.0,1.5808350030124856,0
3017,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,5.117906666896724e+18,3044.0,110.87,1465290197060.0,42.992203,-71.127041,3044,0.0,21542.0,1.5808350030124856,0
3018,6.139266151882019e+18,3044.0,30.02,3044.0,1465290218602.0,42.992203,-71.127041,3044,7.407097935419319e+18,3044.0,196.94,1465290197526.0,42.992203,-71.127041,3044,0.0,21076.0,1.5808350030124856,0
3025,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,5.971791437165781e+18,3044.0,7.68,1464898317298.0,42.992203,-71.127041,3044,0.0,391908219.0,1.5808350030124856,1
3026,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,8.486377039067155e+18,3044.0,154.38,1465250956303.0,42.992203,-71.127041,3044,0.0,39269214.0,1.5808350030124856,1
3027,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,5.756766018499755e+18,3044.0,59.14,1465289590232.0,42.992203,-71.127041,3044,0.0,635285.0,1.5808350030124856,0
3028,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,6.158498397320639e+18,3044.0,117.94,1465289660754.0,42.992203,-71.127041,3044,0.0,564763.0,1.5808350030124856,0
3029,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,4.979301012610314e+18,3044.0,102.43,1465289704583.0,42.992203,-71.127041,3044,0.0,520934.0,1.5808350030124856,0
3030,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,6.321615530248101e+18,3044.0,85.5,1465289715386.0,42.992203,-71.127041,3044,0.0,510131.0,1.5808350030124856,0
3031,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,5.868050037895011e+18,3044.0,90.06,1465289779924.0,42.992203,-71.127041,3044,0.0,445593.0,1.5808350030124856,0
3032,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,7.118059451713707e+18,3044.0,121.46,1465289797105.0,42.992203,-71.127041,3044,0.0,428412.0,1.5808350030124856,0
3033,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,8.664582845825849e+18,3076.0,61.07,1465289886748.0,42.740651,-71.318715,3076,27.980087008572887,338769.0,1.5808350030124856,0
3034,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,8.970179977516996e+18,3044.0,141.37,1465289973695.0,42.992203,-71.127041,3044,0.0,251822.0,1.5808350030124856,0
3035,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,8.526609673647985e+18,3044.0,87.89,1465290023253.0,42.992203,-71.127041,3044,0.0,202264.0,1.5808350030124856,0
3036,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,7.184828448411809e+18,3044.0,88.47,1465290118828.0,42.992203,-71.127041,3044,0.0,106689.0,1.5808350030124856,0
3037,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,8.854441987268804e+18,3044.0,97.42,1465290135045.0,42.992203,-71.127041,3044,0.0,90472.0,1.5808350030124856,0
3038,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,9.123225423428703e+18,3044.0,118.47,1465290144075.0,42.992203,-71.127041,3044,0.0,81442.0,1.5808350030124856,0
3039,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,6.30018208367491e+18,3044.0,141.2,1465290153725.0,42.992203,-71.127041,3044,0.0,71792.0,1.5808350030124856,0
3040,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,5.117906666896724e+18,3044.0,110.87,1465290197060.0,42.992203,-71.127041,3044,0.0,28457.0,1.5808350030124856,0
3041,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,7.407097935419319e+18,3044.0,196.94,1465290197526.0,42.992203,-71.127041,3044,0.0,27991.0,1.5808350030124856,0
3042,5.04238577884754e+18,3044.0,96.66,3044.0,1465290225517.0,42.992203,-71.127041,3044,6.139266151882019e+18,3044.0,30.02,1465290218602.0,42.992203,-71.127041,3044,0.0,6915.0,1.5808350030124856,0
3048,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,5.971791437165781e+18,3044.0,7.68,1464898317298.0,42.992203,-71.127041,3044,0.0,391936855.0,1.5808350030124856,1
3049,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,8.486377039067155e+18,3044.0,154.38,1465250956303.0,42.992203,-71.127041,3044,0.0,39297850.0,1.5808350030124856,1
3050,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,5.756766018499755e+18,3044.0,59.14,1465289590232.0,42.992203,-71.127041,3044,0.0,663921.0,1.5808350030124856,0
3051,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,6.158498397320639e+18,3044.0,117.94,1465289660754.0,42.992203,-71.127041,3044,0.0,593399.0,1.5808350030124856,0
3052,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,4.979301012610314e+18,3044.0,102.43,1465289704583.0,42.992203,-71.127041,3044,0.0,549570.0,1.5808350030124856,0
3053,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,6.321615530248101e+18,3044.0,85.5,1465289715386.0,42.992203,-71.127041,3044,0.0,538767.0,1.5808350030124856,0
3054,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,5.868050037895011e+18,3044.0,90.06,1465289779924.0,42.992203,-71.127041,3044,0.0,474229.0,1.5808350030124856,0
3055,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,7.118059451713707e+18,3044.0,121.46,1465289797105.0,42.992203,-71.127041,3044,0.0,457048.0,1.5808350030124856,0
3056,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,8.664582845825849e+18,3076.0,61.07,1465289886748.0,42.740651,-71.318715,3076,27.980087008572887,367405.0,1.5808350030124856,0
3057,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,8.970179977516996e+18,3044.0,141.37,1465289973695.0,42.992203,-71.127041,3044,0.0,280458.0,1.5808350030124856,0
3058,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,8.526609673647985e+18,3044.0,87.89,1465290023253.0,42.992203,-71.127041,3044,0.0,230900.0,1.5808350030124856,0
3059,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,7.184828448411809e+18,3044.0,88.47,1465290118828.0,42.992203,-71.127041,3044,0.0,135325.0,1.5808350030124856,0
3060,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,8.854441987268804e+18,3044.0,97.42,1465290135045.0,42.992203,-71.127041,3044,0.0,119108.0,1.5808350030124856,0
3061,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,9.123225423428703e+18,3044.0,118.47,1465290144075.0,42.992203,-71.127041,3044,0.0,110078.0,1.5808350030124856,0
3062,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,6.30018208367491e+18,3044.0,141.2,1465290153725.0,42.992203,-71.127041,3044,0.0,100428.0,1.5808350030124856,0
3063,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,5.117906666896724e+18,3044.0,110.87,1465290197060.0,42.992203,-71.127041,3044,0.0,57093.0,1.5808350030124856,0
3064,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,7.407097935419319e+18,3044.0,196.94,1465290197526.0,42.992203,-71.127041,3044,0.0,56627.0,1.5808350030124856,0
3065,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,6.139266151882019e+18,3044.0,30.02,1465290218602.0,42.992203,-71.127041,3044,0.0,35551.0,1.5808350030124856,0
3066,5.664613569552147e+18,3044.0,135.81,3044.0,1465290254153.0,42.992203,-71.127041,3044,5.04238577884754e+18,3044.0,96.66,1465290225517.0,42.992203,-71.127041,3044,0.0,28636.0,1.5808350030124856,0
3071,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,5.971791437165781e+18,3044.0,7.68,1464898317298.0,42.992203,-71.127041,3044,0.0,391947038.0,1.5808350030124856,1
3072,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,8.486377039067155e+18,3044.0,154.38,1465250956303.0,42.992203,-71.127041,3044,0.0,39308033.0,1.5808350030124856,1
3073,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,5.756766018499755e+18,3044.0,59.14,1465289590232.0,42.992203,-71.127041,3044,0.0,674104.0,1.5808350030124856,0
3074,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,6.158498397320639e+18,3044.0,117.94,1465289660754.0,42.992203,-71.127041,3044,0.0,603582.0,1.5808350030124856,0
3075,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,4.979301012610314e+18,3044.0,102.43,1465289704583.0,42.992203,-71.127041,3044,0.0,559753.0,1.5808350030124856,0
3076,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,6.321615530248101e+18,3044.0,85.5,1465289715386.0,42.992203,-71.127041,3044,0.0,548950.0,1.5808350030124856,0
3077,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,5.868050037895011e+18,3044.0,90.06,1465289779924.0,42.992203,-71.127041,3044,0.0,484412.0,1.5808350030124856,0
3078,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,7.118059451713707e+18,3044.0,121.46,1465289797105.0,42.992203,-71.127041,3044,0.0,467231.0,1.5808350030124856,0
3079,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,8.664582845825849e+18,3076.0,61.07,1465289886748.0,42.740651,-71.318715,3076,27.980087008572887,377588.0,1.5808350030124856,0
3080,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,8.970179977516996e+18,3044.0,141.37,1465289973695.0,42.992203,-71.127041,3044,0.0,290641.0,1.5808350030124856,0
3081,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,8.526609673647985e+18,3044.0,87.89,1465290023253.0,42.992203,-71.127041,3044,0.0,241083.0,1.5808350030124856,0
3082,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,7.184828448411809e+18,3044.0,88.47,1465290118828.0,42.992203,-71.127041,3044,0.0,145508.0,1.5808350030124856,0
3083,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,8.854441987268804e+18,3044.0,97.42,1465290135045.0,42.992203,-71.127041,3044,0.0,129291.0,1.5808350030124856,0
3084,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,9.123225423428703e+18,3044.0,118.47,1465290144075.0,42.992203,-71.127041,3044,0.0,120261.0,1.5808350030124856,0
3085,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,6.30018208367491e+18,3044.0,141.2,1465290153725.0,42.992203,-71.127041,3044,0.0,110611.0,1.5808350030124856,0
3086,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,5.117906666896724e+18,3044.0,110.87,1465290197060.0,42.992203,-71.127041,3044,0.0,67276.0,1.5808350030124856,0
3087,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,7.407097935419319e+18,3044.0,196.94,1465290197526.0,42.992203,-71.127041,3044,0.0,66810.0,1.5808350030124856,0
3088,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,6.139266151882019e+18,3044.0,30.02,1465290218602.0,42.992203,-71.127041,3044,0.0,45734.0,1.5808350030124856,0
3089,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,5.04238577884754e+18,3044.0,96.66,1465290225517.0,42.992203,-71.127041,3044,0.0,38819.0,1.5808350030124856,0
3090,4.856583618715224e+18,3044.0,75.07,3044.0,1465290264336.0,42.992203,-71.127041,3044,5.664613569552147e+18,3044.0,135.81,1465290254153.0,42.992203,-71.127041,3044,0.0,10183.0,1.5808350030124856,0
3094,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,5.971791437165781e+18,3044.0,7.68,1464898317298.0,42.992203,-71.127041,3044,0.0,391957780.0,1.5808350030124856,1
3095,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,8.486377039067155e+18,3044.0,154.38,1465250956303.0,42.992203,-71.127041,3044,0.0,39318775.0,1.5808350030124856,1
3096,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,5.756766018499755e+18,3044.0,59.14,1465289590232.0,42.992203,-71.127041,3044,0.0,684846.0,1.5808350030124856,0
3097,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,6.158498397320639e+18,3044.0,117.94,1465289660754.0,42.992203,-71.127041,3044,0.0,614324.0,1.5808350030124856,0
3098,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,4.979301012610314e+18,3044.0,102.43,1465289704583.0,42.992203,-71.127041,3044,0.0,570495.0,1.5808350030124856,0
3099,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,6.321615530248101e+18,3044.0,85.5,1465289715386.0,42.992203,-71.127041,3044,0.0,559692.0,1.5808350030124856,0
3100,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,5.868050037895011e+18,3044.0,90.06,1465289779924.0,42.992203,-71.127041,3044,0.0,495154.0,1.5808350030124856,0
3101,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,7.118059451713707e+18,3044.0,121.46,1465289797105.0,42.992203,-71.127041,3044,0.0,477973.0,1.5808350030124856,0
3102,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,8.664582845825849e+18,3076.0,61.07,1465289886748.0,42.740651,-71.318715,3076,27.980087008572887,388330.0,1.5808350030124856,0
3103,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,8.970179977516996e+18,3044.0,141.37,1465289973695.0,42.992203,-71.127041,3044,0.0,301383.0,1.5808350030124856,0
3104,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,8.526609673647985e+18,3044.0,87.89,1465290023253.0,42.992203,-71.127041,3044,0.0,251825.0,1.5808350030124856,0
3105,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,7.184828448411809e+18,3044.0,88.47,1465290118828.0,42.992203,-71.127041,3044,0.0,156250.0,1.5808350030124856,0
3106,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,8.854441987268804e+18,3044.0,97.42,1465290135045.0,42.992203,-71.127041,3044,0.0,140033.0,1.5808350030124856,0
3107,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,9.123225423428703e+18,3044.0,118.47,1465290144075.0,42.992203,-71.127041,3044,0.0,131003.0,1.5808350030124856,0
3108,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,6.30018208367491e+18,3044.0,141.2,1465290153725.0,42.992203,-71.127041,3044,0.0,121353.0,1.5808350030124856,0
3109,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,5.117906666896724e+18,3044.0,110.87,1465290197060.0,42.992203,-71.127041,3044,0.0,78018.0,1.5808350030124856,0
3110,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,7.407097935419319e+18,3044.0,196.94,1465290197526.0,42.992203,-71.127041,3044,0.0,77552.0,1.5808350030124856,0
3111,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,6.139266151882019e+18,3044.0,30.02,1465290218602.0,42.992203,-71.127041,3044,0.0,56476.0,1.5808350030124856,0
3112,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,5.04238577884754e+18,3044.0,96.66,1465290225517.0,42.992203,-71.127041,3044,0.0,49561.0,1.5808350030124856,0
3113,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,5.664613569552147e+18,3044.0,135.81,1465290254153.0,42.992203,-71.127041,3044,0.0,20925.0,1.5808350030124856,0
3114,7.310575844746983e+18,3044.0,141.47,3044.0,1465290275078.0,42.992203,-71.127041,3044,4.856583618715224e+18,3044.0,75.07,1465290264336.0,42.992203,-71.127041,3044,0.0,10742.0,1.5808350030124856,0
3117,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,5.971791437165781e+18,3044.0,7.68,1464898317298.0,42.992203,-71.127041,3044,0.0,391974959.0,1.5808350030124856,1
3118,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,8.486377039067155e+18,3044.0,154.38,1465250956303.0,42.992203,-71.127041,3044,0.0,39335954.0,1.5808350030124856,1
3119,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,5.756766018499755e+18,3044.0,59.14,1465289590232.0,42.992203,-71.127041,3044,0.0,702025.0,1.5808350030124856,0
3120,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,6.158498397320639e+18,3044.0,117.94,1465289660754.0,42.992203,-71.127041,3044,0.0,631503.0,1.5808350030124856,0
3121,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,4.979301012610314e+18,3044.0,102.43,1465289704583.0,42.992203,-71.127041,3044,0.0,587674.0,1.5808350030124856,0
3122,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,6.321615530248101e+18,3044.0,85.5,1465289715386.0,42.992203,-71.127041,3044,0.0,576871.0,1.5808350030124856,0
3123,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,5.868050037895011e+18,3044.0,90.06,1465289779924.0,42.992203,-71.127041,3044,0.0,512333.0,1.5808350030124856,0
3124,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,7.118059451713707e+18,3044.0,121.46,1465289797105.0,42.992203,-71.127041,3044,0.0,495152.0,1.5808350030124856,0
3125,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,8.664582845825849e+18,3076.0,61.07,1465289886748.0,42.740651,-71.318715,3076,27.980087008572887,405509.0,1.5808350030124856,0
3126,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,8.970179977516996e+18,3044.0,141.37,1465289973695.0,42.992203,-71.127041,3044,0.0,318562.0,1.5808350030124856,0
3127,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,8.526609673647985e+18,3044.0,87.89,1465290023253.0,42.992203,-71.127041,3044,0.0,269004.0,1.5808350030124856,0
3128,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,7.184828448411809e+18,3044.0,88.47,1465290118828.0,42.992203,-71.127041,3044,0.0,173429.0,1.5808350030124856,0
3129,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,8.854441987268804e+18,3044.0,97.42,1465290135045.0,42.992203,-71.127041,3044,0.0,157212.0,1.5808350030124856,0
3130,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,9.123225423428703e+18,3044.0,118.47,1465290144075.0,42.992203,-71.127041,3044,0.0,148182.0,1.5808350030124856,0
3131,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,6.30018208367491e+18,3044.0,141.2,1465290153725.0,42.992203,-71.127041,3044,0.0,138532.0,1.5808350030124856,0
3132,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,5.117906666896724e+18,3044.0,110.87,1465290197060.0,42.992203,-71.127041,3044,0.0,95197.0,1.5808350030124856,0
3133,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,7.407097935419319e+18,3044.0,196.94,1465290197526.0,42.992203,-71.127041,3044,0.0,94731.0,1.5808350030124856,0
3134,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,6.139266151882019e+18,3044.0,30.02,1465290218602.0,42.992203,-71.127041,3044,0.0,73655.0,1.5808350030124856,0
3135,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,5.04238577884754e+18,3044.0,96.66,1465290225517.0,42.992203,-71.127041,3044,0.0,66740.0,1.5808350030124856,0
3136,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,5.664613569552147e+18,3044.0,135.81,1465290254153.0,42.992203,-71.127041,3044,0.0,38104.0,1.5808350030124856,0
3137,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,4.856583618715224e+18,3044.0,75.07,1465290264336.0,42.992203,-71.127041,3044,0.0,27921.0,1.5808350030124856,0
3138,5.513308227509456e+18,3044.0,170.4,3044.0,1465290292257.0,42.992203,-71.127041,3044,7.310575844746983e+18,3044.0,141.47,1465290275078.0,42.992203,-71.127041,3044,0.0,17179.0,1.5808350030124856,0
3168,7.317597313659315e+18,3045.0,112.3,3045.0,1465250961924.0,42.946709999999996,-71.68763299999999,3045,5.823756473858972e+18,3045.0,96.17,1465250953195.0,42.946709999999996,-71.68763299999999,3045,0.0,8729.0,1.5808350030124856,0
3196,9.021630614705815e+18,3045.0,133.21,3045.0,1465289581070.0,42.946709999999996,-71.68763299999999,3045,5.823756473858972e+18,3045.0,96.17,1465250953195.0,42.946709999999996,-71.68763299999999,3045,0.0,38627875.0,1.5808350030124856,1
3197,9.021630614705815e+18,3045.0,133.21,3045.0,1465289581070.0,42.946709999999996,-71.68763299999999,3045,7.317597313659315e+18,3045.0,112.3,1465250961924.0,42.946709999999996,-71.68763299999999,3045,0.0,38619146.0,1.5808350030124856,1
3224,8.959469222154132e+18,3045.0,112.44,3045.0,1465289586975.0,42.946709999999996,-71.68763299999999,3045,5.823756473858972e+18,3045.0,96.17,1465250953195.0,42.946709999999996,-71.68763299999999,3045,0.0,38633780.0,1.5808350030124856,1
3225,8.959469222154132e+18,3045.0,112.44,3045.0,1465289586975.0,42.946709999999996,-71.68763299999999,3045,7.317597313659315e+18,3045.0,112.3,1465250961924.0,42.946709999999996,-71.68763299999999,3045,0.0,38625051.0,1.5808350030124856,1
3226,8.959469222154132e+18,3045.0,112.44,3045.0,1465289586975.0,42.946709999999996,-71.68763299999999,3045,9.021630614705815e+18,3045.0,133.21,1465289581070.0,42.946709999999996,-71.68763299999999,3045,0.0,5905.0,1.5808350030124856,0
3252,9.201538374666739e+18,3045.0,124.39,3045.0,1465289597979.0,42.946709999999996,-71.68763299999999,3045,5.823756473858972e+18,3045.0,96.17,1465250953195.0,42.946709999999996,-71.68763299999999,3045,0.0,38644784.0,1.5808350030124856,1
3253,9.201538374666739e+18,3045.0,124.39,3045.0,1465289597979.0,42.946709999999996,-71.68763299999999,3045,7.317597313659315e+18,3045.0,112.3,1465250961924.0,42.946709999999996,-71.68763299999999,3045,0.0,38636055.0,1.5808350030124856,1
3254,9.201538374666739e+18,3045.0,124.39,3045.0,1465289597979.0,42.946709999999996,-71.68763299999999,3045,9.021630614705815e+18,3045.0,133.21,1465289581070.0,42.946709999999996,-71.68763299999999,3045,0.0,16909.0,1.5808350030124856,0
3255,9.201538374666739e+18,3045.0,124.39,3045.0,1465289597979.0,42.946709999999996,-71.68763299999999,3045,8.959469222154132e+18,3045.0,112.44,1465289586975.0,42.946709999999996,-71.68763299999999,3045,0.0,11004.0,1.5808350030124856,0
3280,7.580745086397537e+18,3045.0,163.04,3045.0,1465289632321.0,42.946709999999996,-71.68763299999999,3045,5.823756473858972e+18,3045.0,96.17,1465250953195.0,42.946709999999996,-71.68763299999999,3045,0.0,38679126.0,1.5808350030124856,1
3281,7.580745086397537e+18,3045.0,163.04,3045.0,1465289632321.0,42.946709999999996,-71.68763299999999,3045,7.317597313659315e+18,3045.0,112.3,1465250961924.0,42.946709999999996,-71.68763299999999,3045,0.0,38670397.0,1.5808350030124856,1
3282,7.580745086397537e+18,3045.0,163.04,3045.0,1465289632321.0,42.946709999999996,-71.68763299999999,3045,9.021630614705815e+18,3045.0,133.21,1465289581070.0,42.946709999999996,-71.68763299999999,3045,0.0,51251.0,1.5808350030124856,0
3283,7.580745086397537e+18,3045.0,163.04,3045.0,1465289632321.0,42.946709999999996,-71.68763299999999,3045,8.959469222154132e+18,3045.0,112.44,1465289586975.0,42.946709999999996,-71.68763299999999,3045,0.0,45346.0,1.5808350030124856,0
3284,7.580745086397537e+18,3045.0,163.04,3045.0,1465289632321.0,42.946709999999996,-71.68763299999999,3045,9.201538374666739e+18,3045.0,124.39,1465289597979.0,42.946709999999996,-71.68763299999999,3045,0.0,34342.0,1.5808350030124856,0
